mean_I,std_I,var_I,skew_I,q95_I,q99_I,max_I,Hs,threshold,AI,kurtosis,n_extreme,extreme_density,extreme_occurred,norm_AI,norm_kurt,peak_mean_ratio,max_power_error,H0,H_cumulative_drift,max_abs_H_drift,A0,alpha,beta2,gamma,q_peak,C
4.004614257817501,2.6211187217193936,6.870263353347908,1.4058501129144383,8.848182072528132,12.976614375347323,27.87152580336925,6.846259990731845,13.69251998146369,4.071058627791006,6.75637769344137,1698,0.007337181969026549,1,2.035529313895503,2.25212589781379,6.95985281203067,3.1653898026242277e-12,-291.03900189017116,146949.7687140479,185027.4657629861,2.0,0.05,-1.0,1.0,3.3466401061363023,5.6
