dz_vals,power_errors,richardson_errors,convergence_slope
0.05,0.0,0.0008211379897920181,2.0193254880610625
0.025,4.447333758516653e-16,0.00019802455432092872,2.0193254880610625
0.0125,2.2236668792583265e-16,4.9135093961478785e-05,2.0193254880610625
0.00625,4.447333758516653e-16,1.230080177467231e-05,2.0193254880610625
